"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1147","Handle broken locator scenario (self-healing demo)","chromium","Mon Dec 22 19:35:44 UTC 2025","passed","Mon Dec 22 19:35:45 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","3026","Complete user journey: Login → Dashboard → Logout","firefox","Mon Dec 22 19:35:43 UTC 2025","passed","Mon Dec 22 19:35:46 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","3406","Valid login with correct credentials","webkit","Mon Dec 22 19:36:14 UTC 2025","passed","Mon Dec 22 19:36:18 UTC 2025","Login Tests","login.spec.ts","",""
"","627","File upload functionality","chromium","Mon Dec 22 19:35:22 UTC 2025","passed","Mon Dec 22 19:35:23 UTC 2025","Checkout Tests","checkout.spec.ts","",""
"","7224","Dynamic loading and waiting","firefox","Mon Dec 22 19:35:21 UTC 2025","passed","Mon Dec 22 19:35:28 UTC 2025","Checkout Tests","checkout.spec.ts","",""
"","1871","Navigate through multiple pages","firefox","Mon Dec 22 19:35:28 UTC 2025","passed","Mon Dec 22 19:35:30 UTC 2025","Checkout Tests","checkout.spec.ts","",""
"","1340","Login form is displayed on page load","firefox","Mon Dec 22 19:35:36 UTC 2025","passed","Mon Dec 22 19:35:37 UTC 2025","Login Tests","login.spec.ts","",""
"","2471","File upload functionality","webkit","Mon Dec 22 19:36:00 UTC 2025","passed","Mon Dec 22 19:36:02 UTC 2025","Checkout Tests","checkout.spec.ts","",""
"","1345","Failed login recovery flow","chromium","Mon Dec 22 19:35:38 UTC 2025","passed","Mon Dec 22 19:35:39 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","1826","Complete user journey: Login → Dashboard → Logout","chromium","Mon Dec 22 19:35:36 UTC 2025","passed","Mon Dec 22 19:35:38 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","3736","Complete user journey: Login → Dashboard → Logout","webkit","Mon Dec 22 19:36:33 UTC 2025","passed","Mon Dec 22 19:36:37 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","737","Valid login with correct credentials","chromium","Mon Dec 22 19:35:31 UTC 2025","passed","Mon Dec 22 19:35:31 UTC 2025","Login Tests","login.spec.ts","",""
"","2013","Login form is displayed on page load","webkit","Mon Dec 22 19:36:23 UTC 2025","passed","Mon Dec 22 19:36:25 UTC 2025","Login Tests","login.spec.ts","",""
"","534","Login form is displayed on page load","chromium","Mon Dec 22 19:35:33 UTC 2025","passed","Mon Dec 22 19:35:33 UTC 2025","Login Tests","login.spec.ts","",""
"","506","Interact with form elements","chromium","Mon Dec 22 19:35:30 UTC 2025","passed","Mon Dec 22 19:35:30 UTC 2025","Checkout Tests","checkout.spec.ts","",""
"","1666","Valid login with correct credentials","firefox","Mon Dec 22 19:35:31 UTC 2025","passed","Mon Dec 22 19:35:33 UTC 2025","Login Tests","login.spec.ts","",""
"","3358","Multiple login/logout cycles","chromium","Mon Dec 22 19:35:39 UTC 2025","passed","Mon Dec 22 19:35:42 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","3370","Logout after successful login","webkit","Mon Dec 22 19:36:25 UTC 2025","passed","Mon Dec 22 19:36:28 UTC 2025","Login Tests","login.spec.ts","",""
"","658","Invalid login with wrong password","chromium","Mon Dec 22 19:35:31 UTC 2025","passed","Mon Dec 22 19:35:32 UTC 2025","Login Tests","login.spec.ts","",""
"","2480","Empty password shows error","webkit","Mon Dec 22 19:36:31 UTC 2025","passed","Mon Dec 22 19:36:33 UTC 2025","Login Tests","login.spec.ts","",""
"","1244","Interact with form elements","firefox","Mon Dec 22 19:35:30 UTC 2025","passed","Mon Dec 22 19:35:31 UTC 2025","Checkout Tests","checkout.spec.ts","",""
"","1730","Empty password shows error","firefox","Mon Dec 22 19:35:42 UTC 2025","passed","Mon Dec 22 19:35:43 UTC 2025","Login Tests","login.spec.ts","",""
"","3889","Session persistence check","webkit","Mon Dec 22 19:36:47 UTC 2025","passed","Mon Dec 22 19:36:51 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","3877","Failed login recovery flow","webkit","Mon Dec 22 19:36:37 UTC 2025","passed","Mon Dec 22 19:36:41 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","2481","Logout after successful login","firefox","Mon Dec 22 19:35:37 UTC 2025","passed","Mon Dec 22 19:35:40 UTC 2025","Login Tests","login.spec.ts","",""
"","7876","Dynamic loading and waiting","webkit","Mon Dec 22 19:36:02 UTC 2025","passed","Mon Dec 22 19:36:10 UTC 2025","Checkout Tests","checkout.spec.ts","",""
