"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1561","Failed login recovery flow","firefox","Mon Dec 15 10:05:00 UTC 2025","passed","Mon Dec 15 10:05:02 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","1","Add item to cart","firefox","Mon Dec 15 10:04:47 UTC 2025","skipped","Mon Dec 15 10:04:47 UTC 2025","Checkout Tests","checkout.spec.ts","",""
"","2122","Session persistence check","firefox","Mon Dec 15 10:05:05 UTC 2025","passed","Mon Dec 15 10:05:08 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","1389","Handle broken locator scenario (self-healing demo)","chromium","Mon Dec 15 10:05:05 UTC 2025","passed","Mon Dec 15 10:05:07 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","2366","Navigate through multiple pages","firefox","Mon Dec 15 10:04:48 UTC 2025","passed","Mon Dec 15 10:04:50 UTC 2025","Checkout Tests","checkout.spec.ts","",""
"","0","Complete checkout flow","chromium","Mon Dec 15 10:04:46 UTC 2025","skipped","Mon Dec 15 10:04:46 UTC 2025","Checkout Tests","checkout.spec.ts","",""
"","1560","Logout after successful login","chromium","Mon Dec 15 10:04:53 UTC 2025","passed","Mon Dec 15 10:04:54 UTC 2025","Login Tests","login.spec.ts","",""
"","916","Empty username shows error","firefox","Mon Dec 15 10:04:56 UTC 2025","passed","Mon Dec 15 10:04:57 UTC 2025","Login Tests","login.spec.ts","",""
"","568","Interact with form elements","firefox","Mon Dec 15 10:04:50 UTC 2025","passed","Mon Dec 15 10:04:51 UTC 2025","Checkout Tests","checkout.spec.ts","",""
"","3901","Multiple login/logout cycles","firefox","Mon Dec 15 10:05:02 UTC 2025","passed","Mon Dec 15 10:05:05 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","2020","Invalid login with wrong username","webkit","Mon Dec 15 10:05:13 UTC 2025","passed","Mon Dec 15 10:05:15 UTC 2025","Login Tests","login.spec.ts","",""
"","1576","Login form is displayed on page load","webkit","Mon Dec 15 10:05:15 UTC 2025","passed","Mon Dec 15 10:05:16 UTC 2025","Login Tests","login.spec.ts","",""
"","1","Complete checkout flow","firefox","Mon Dec 15 10:04:47 UTC 2025","skipped","Mon Dec 15 10:04:47 UTC 2025","Checkout Tests","checkout.spec.ts","",""
"","0","Complete checkout flow","webkit","Mon Dec 15 10:05:01 UTC 2025","skipped","Mon Dec 15 10:05:01 UTC 2025","Checkout Tests","checkout.spec.ts","",""
"","4031","Navigate through multiple pages","webkit","Mon Dec 15 10:05:02 UTC 2025","passed","Mon Dec 15 10:05:06 UTC 2025","Checkout Tests","checkout.spec.ts","",""
"","682","Interact with form elements","chromium","Mon Dec 15 10:04:48 UTC 2025","passed","Mon Dec 15 10:04:49 UTC 2025","Checkout Tests","checkout.spec.ts","",""
"","3020","Valid login with correct credentials","webkit","Mon Dec 15 10:05:07 UTC 2025","passed","Mon Dec 15 10:05:11 UTC 2025","Login Tests","login.spec.ts","",""
"","2008","Complete user journey: Login → Dashboard → Logout","chromium","Mon Dec 15 10:04:56 UTC 2025","passed","Mon Dec 15 10:04:58 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","898","Invalid login with wrong password","chromium","Mon Dec 15 10:04:50 UTC 2025","passed","Mon Dec 15 10:04:51 UTC 2025","Login Tests","login.spec.ts","",""
"","869","Empty password shows error","chromium","Mon Dec 15 10:04:55 UTC 2025","passed","Mon Dec 15 10:04:56 UTC 2025","Login Tests","login.spec.ts","",""
"","864","Empty username shows error","chromium","Mon Dec 15 10:04:54 UTC 2025","passed","Mon Dec 15 10:04:55 UTC 2025","Login Tests","login.spec.ts","",""
"","837","Invalid login with wrong username","firefox","Mon Dec 15 10:04:53 UTC 2025","passed","Mon Dec 15 10:04:54 UTC 2025","Login Tests","login.spec.ts","",""
"","3218","Complete user journey: Login → Dashboard → Logout","webkit","Mon Dec 15 10:05:23 UTC 2025","passed","Mon Dec 15 10:05:26 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","827","Invalid login with wrong password","firefox","Mon Dec 15 10:04:52 UTC 2025","passed","Mon Dec 15 10:04:53 UTC 2025","Login Tests","login.spec.ts","",""
"","1603","Failed login recovery flow","chromium","Mon Dec 15 10:04:58 UTC 2025","passed","Mon Dec 15 10:05:00 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","690","Login form is displayed on page load","chromium","Mon Dec 15 10:04:52 UTC 2025","passed","Mon Dec 15 10:04:53 UTC 2025","Login Tests","login.spec.ts","",""
"","0","Payment validation","firefox","Mon Dec 15 10:04:47 UTC 2025","skipped","Mon Dec 15 10:04:47 UTC 2025","Checkout Tests","checkout.spec.ts","",""
"","1","Add item to cart","webkit","Mon Dec 15 10:05:01 UTC 2025","skipped","Mon Dec 15 10:05:01 UTC 2025","Checkout Tests","checkout.spec.ts","",""
"","1988","Empty password shows error","webkit","Mon Dec 15 10:05:21 UTC 2025","passed","Mon Dec 15 10:05:23 UTC 2025","Login Tests","login.spec.ts","",""
"","888","Invalid login with wrong username","chromium","Mon Dec 15 10:04:51 UTC 2025","passed","Mon Dec 15 10:04:52 UTC 2025","Login Tests","login.spec.ts","",""
"","1","Add item to cart","chromium","Mon Dec 15 10:04:46 UTC 2025","skipped","Mon Dec 15 10:04:46 UTC 2025","Checkout Tests","checkout.spec.ts","",""
"","2446","Handle broken locator scenario (self-healing demo)","webkit","Mon Dec 15 10:05:38 UTC 2025","passed","Mon Dec 15 10:05:41 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","5545","Multiple login/logout cycles","webkit","Mon Dec 15 10:05:29 UTC 2025","passed","Mon Dec 15 10:05:35 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","3273","Failed login recovery flow","webkit","Mon Dec 15 10:05:26 UTC 2025","passed","Mon Dec 15 10:05:29 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","2004","Empty username shows error","webkit","Mon Dec 15 10:05:19 UTC 2025","passed","Mon Dec 15 10:05:21 UTC 2025","Login Tests","login.spec.ts","",""
"","916","Valid login with correct credentials","chromium","Mon Dec 15 10:04:49 UTC 2025","passed","Mon Dec 15 10:04:50 UTC 2025","Login Tests","login.spec.ts","",""
"","1539","Interact with form elements","webkit","Mon Dec 15 10:05:06 UTC 2025","passed","Mon Dec 15 10:05:07 UTC 2025","Checkout Tests","checkout.spec.ts","",""
"","0","Payment validation","webkit","Mon Dec 15 10:05:01 UTC 2025","skipped","Mon Dec 15 10:05:01 UTC 2025","Checkout Tests","checkout.spec.ts","",""
"","1544","Logout after successful login","firefox","Mon Dec 15 10:04:54 UTC 2025","passed","Mon Dec 15 10:04:56 UTC 2025","Login Tests","login.spec.ts","",""
