"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1056","Logout after successful login","chromium","Mon Dec 15 10:20:37 UTC 2025","passed","Mon Dec 15 10:20:38 UTC 2025","Login Tests","login.spec.ts","",""
"","0","Payment validation","webkit","Mon Dec 15 10:20:43 UTC 2025","skipped","Mon Dec 15 10:20:43 UTC 2025","Checkout Tests","checkout.spec.ts","",""
"","2494","Handle broken locator scenario (self-healing demo)","webkit","Mon Dec 15 10:21:22 UTC 2025","passed","Mon Dec 15 10:21:24 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","444","Login form is displayed on page load","firefox","Mon Dec 15 10:20:32 UTC 2025","passed","Mon Dec 15 10:20:32 UTC 2025","Login Tests","login.spec.ts","",""
"","5534","Multiple login/logout cycles","webkit","Mon Dec 15 10:21:13 UTC 2025","passed","Mon Dec 15 10:21:18 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","2791","Logout after successful login","webkit","Mon Dec 15 10:20:59 UTC 2025","passed","Mon Dec 15 10:21:02 UTC 2025","Login Tests","login.spec.ts","",""
"","1532","Session persistence check","chromium","Mon Dec 15 10:20:45 UTC 2025","passed","Mon Dec 15 10:20:46 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","456","Valid login with correct credentials","chromium","Mon Dec 15 10:20:35 UTC 2025","passed","Mon Dec 15 10:20:36 UTC 2025","Login Tests","login.spec.ts","",""
"","681","Invalid login with wrong username","firefox","Mon Dec 15 10:20:31 UTC 2025","passed","Mon Dec 15 10:20:32 UTC 2025","Login Tests","login.spec.ts","",""
"","2499","Empty password shows error","webkit","Mon Dec 15 10:21:04 UTC 2025","passed","Mon Dec 15 10:21:07 UTC 2025","Login Tests","login.spec.ts","",""
"","1957","Invalid login with wrong password","webkit","Mon Dec 15 10:20:54 UTC 2025","passed","Mon Dec 15 10:20:56 UTC 2025","Login Tests","login.spec.ts","",""
"","448","Invalid login with wrong username","chromium","Mon Dec 15 10:20:36 UTC 2025","passed","Mon Dec 15 10:20:37 UTC 2025","Login Tests","login.spec.ts","",""
"","444","Empty username shows error","chromium","Mon Dec 15 10:20:38 UTC 2025","passed","Mon Dec 15 10:20:38 UTC 2025","Login Tests","login.spec.ts","",""
"","2011","Empty username shows error","webkit","Mon Dec 15 10:21:02 UTC 2025","passed","Mon Dec 15 10:21:04 UTC 2025","Login Tests","login.spec.ts","",""
"","741","Empty username shows error","firefox","Mon Dec 15 10:20:34 UTC 2025","passed","Mon Dec 15 10:20:35 UTC 2025","Login Tests","login.spec.ts","",""
"","1","Add item to cart","webkit","Mon Dec 15 10:20:43 UTC 2025","skipped","Mon Dec 15 10:20:43 UTC 2025","Checkout Tests","checkout.spec.ts","",""
"","1","Payment validation","chromium","Mon Dec 15 10:20:32 UTC 2025","skipped","Mon Dec 15 10:20:32 UTC 2025","Checkout Tests","checkout.spec.ts","",""
"","1909","Complete user journey: Login → Dashboard → Logout","firefox","Mon Dec 15 10:20:35 UTC 2025","passed","Mon Dec 15 10:20:37 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","321","Interact with form elements","chromium","Mon Dec 15 10:20:35 UTC 2025","passed","Mon Dec 15 10:20:35 UTC 2025","Checkout Tests","checkout.spec.ts","",""
"","3191","Failed login recovery flow","webkit","Mon Dec 15 10:21:10 UTC 2025","passed","Mon Dec 15 10:21:13 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","1","Add item to cart","chromium","Mon Dec 15 10:20:32 UTC 2025","skipped","Mon Dec 15 10:20:32 UTC 2025","Checkout Tests","checkout.spec.ts","",""
"","344","Login form is displayed on page load","chromium","Mon Dec 15 10:20:37 UTC 2025","passed","Mon Dec 15 10:20:37 UTC 2025","Login Tests","login.spec.ts","",""
"","0","Complete checkout flow","webkit","Mon Dec 15 10:20:43 UTC 2025","skipped","Mon Dec 15 10:20:43 UTC 2025","Checkout Tests","checkout.spec.ts","",""
"","1360","Logout after successful login","firefox","Mon Dec 15 10:20:32 UTC 2025","passed","Mon Dec 15 10:20:34 UTC 2025","Login Tests","login.spec.ts","",""
"","453","Interact with form elements","firefox","Mon Dec 15 10:20:29 UTC 2025","passed","Mon Dec 15 10:20:30 UTC 2025","Checkout Tests","checkout.spec.ts","",""
"","2508","Navigate through multiple pages","chromium","Mon Dec 15 10:20:32 UTC 2025","passed","Mon Dec 15 10:20:35 UTC 2025","Checkout Tests","checkout.spec.ts","",""
"","1506","Interact with form elements","webkit","Mon Dec 15 10:20:49 UTC 2025","passed","Mon Dec 15 10:20:51 UTC 2025","Checkout Tests","checkout.spec.ts","",""
"","679","Invalid login with wrong password","firefox","Mon Dec 15 10:20:31 UTC 2025","passed","Mon Dec 15 10:20:31 UTC 2025","Login Tests","login.spec.ts","",""
"","1541","Login form is displayed on page load","webkit","Mon Dec 15 10:20:58 UTC 2025","passed","Mon Dec 15 10:20:59 UTC 2025","Login Tests","login.spec.ts","",""
"","3156","Session persistence check","webkit","Mon Dec 15 10:21:18 UTC 2025","passed","Mon Dec 15 10:21:22 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","0","Complete checkout flow","chromium","Mon Dec 15 10:20:32 UTC 2025","skipped","Mon Dec 15 10:20:32 UTC 2025","Checkout Tests","checkout.spec.ts","",""
"","2943","Valid login with correct credentials","webkit","Mon Dec 15 10:20:51 UTC 2025","passed","Mon Dec 15 10:20:54 UTC 2025","Login Tests","login.spec.ts","",""
"","936","Valid login with correct credentials","firefox","Mon Dec 15 10:20:30 UTC 2025","passed","Mon Dec 15 10:20:31 UTC 2025","Login Tests","login.spec.ts","",""
"","955","Handle broken locator scenario (self-healing demo)","chromium","Mon Dec 15 10:20:46 UTC 2025","passed","Mon Dec 15 10:20:47 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","1085","Failed login recovery flow","chromium","Mon Dec 15 10:20:40 UTC 2025","passed","Mon Dec 15 10:20:42 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
