"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1344","File upload functionality","firefox","Wed Dec 24 17:02:26 UTC 2025","passed","Wed Dec 24 17:02:27 UTC 2025","Checkout Tests","checkout.spec.ts","",""
"","1097","Login form is displayed on page load","firefox","Wed Dec 24 17:02:41 UTC 2025","passed","Wed Dec 24 17:02:42 UTC 2025","Login Tests","login.spec.ts","",""
"","503","Invalid login with wrong username","chromium","Wed Dec 24 17:02:37 UTC 2025","passed","Wed Dec 24 17:02:38 UTC 2025","Login Tests","login.spec.ts","",""
"","490","Empty password shows error","chromium","Wed Dec 24 17:02:39 UTC 2025","passed","Wed Dec 24 17:02:40 UTC 2025","Login Tests","login.spec.ts","",""
"","499","File upload functionality","chromium","Wed Dec 24 17:02:28 UTC 2025","passed","Wed Dec 24 17:02:29 UTC 2025","Checkout Tests","checkout.spec.ts","",""
"","5792","Checkbox toggle interactions","webkit","Wed Dec 24 17:02:35 UTC 2025","passed","Wed Dec 24 17:02:41 UTC 2025","Checkout Tests","checkout.spec.ts","",""
"","6275","Dynamic loading and waiting","chromium","Wed Dec 24 17:02:29 UTC 2025","passed","Wed Dec 24 17:02:35 UTC 2025","Checkout Tests","checkout.spec.ts","",""
"","1070","Failed login recovery flow","chromium","Wed Dec 24 17:02:42 UTC 2025","passed","Wed Dec 24 17:02:43 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","1521","Logout after successful login","webkit","Wed Dec 24 17:02:54 UTC 2025","passed","Wed Dec 24 17:02:56 UTC 2025","Login Tests","login.spec.ts","",""
"","1599","Navigate through multiple pages","firefox","Wed Dec 24 17:02:34 UTC 2025","passed","Wed Dec 24 17:02:36 UTC 2025","Checkout Tests","checkout.spec.ts","",""
"","1566","Complete user journey: Login → Dashboard → Logout","chromium","Wed Dec 24 17:02:40 UTC 2025","passed","Wed Dec 24 17:02:42 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","1915","Valid login with correct credentials","webkit","Wed Dec 24 17:02:50 UTC 2025","passed","Wed Dec 24 17:02:52 UTC 2025","Login Tests","login.spec.ts","",""
"","1951","Session persistence check","webkit","Wed Dec 24 17:03:05 UTC 2025","passed","Wed Dec 24 17:03:07 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","3019","Multiple login/logout cycles","chromium","Wed Dec 24 17:02:43 UTC 2025","passed","Wed Dec 24 17:02:46 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","1064","Logout after successful login","chromium","Wed Dec 24 17:02:38 UTC 2025","passed","Wed Dec 24 17:02:39 UTC 2025","Login Tests","login.spec.ts","",""
"","2123","Logout after successful login","firefox","Wed Dec 24 17:02:42 UTC 2025","passed","Wed Dec 24 17:02:45 UTC 2025","Login Tests","login.spec.ts","",""
"","837","Empty password shows error","webkit","Wed Dec 24 17:02:57 UTC 2025","passed","Wed Dec 24 17:02:57 UTC 2025","Login Tests","login.spec.ts","",""
"","4827","Multiple login/logout cycles","firefox","Wed Dec 24 17:02:52 UTC 2025","passed","Wed Dec 24 17:02:57 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","336","Interact with form elements","chromium","Wed Dec 24 17:02:36 UTC 2025","passed","Wed Dec 24 17:02:36 UTC 2025","Checkout Tests","checkout.spec.ts","",""
