"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","662","Login form is displayed on page load","chromium","Wed Dec 24 20:55:27 UTC 2025","passed","Wed Dec 24 20:55:28 UTC 2025","Login Tests","login.spec.ts","",""
"","1365","Invalid login with wrong username","webkit","Wed Dec 24 20:55:46 UTC 2025","passed","Wed Dec 24 20:55:48 UTC 2025","Login Tests","login.spec.ts","",""
"","890","Valid login with correct credentials","chromium","Wed Dec 24 20:55:25 UTC 2025","passed","Wed Dec 24 20:55:26 UTC 2025","Login Tests","login.spec.ts","",""
"","6957","Dynamic loading and waiting","webkit","Wed Dec 24 20:55:33 UTC 2025","passed","Wed Dec 24 20:55:40 UTC 2025","Checkout Tests","checkout.spec.ts","",""
"","1670","Navigate through multiple pages","firefox","Wed Dec 24 20:55:27 UTC 2025","passed","Wed Dec 24 20:55:28 UTC 2025","Checkout Tests","checkout.spec.ts","",""
"","1707","Valid login with correct credentials","firefox","Wed Dec 24 20:55:30 UTC 2025","passed","Wed Dec 24 20:55:31 UTC 2025","Login Tests","login.spec.ts","",""
"","3663","Multiple login/logout cycles","chromium","Wed Dec 24 20:55:35 UTC 2025","passed","Wed Dec 24 20:55:38 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","2375","Failed login recovery flow","webkit","Wed Dec 24 20:55:56 UTC 2025","passed","Wed Dec 24 20:55:58 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","979","Login form is displayed on page load","webkit","Wed Dec 24 20:55:48 UTC 2025","passed","Wed Dec 24 20:55:49 UTC 2025","Login Tests","login.spec.ts","",""
"","1990","Session persistence check","chromium","Wed Dec 24 20:55:38 UTC 2025","passed","Wed Dec 24 20:55:40 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","875","Invalid login with wrong username","chromium","Wed Dec 24 20:55:26 UTC 2025","passed","Wed Dec 24 20:55:27 UTC 2025","Login Tests","login.spec.ts","",""
"","1058","Interact with form elements","firefox","Wed Dec 24 20:55:28 UTC 2025","passed","Wed Dec 24 20:55:29 UTC 2025","Checkout Tests","checkout.spec.ts","",""
"","1432","Invalid login with wrong password","firefox","Wed Dec 24 20:55:31 UTC 2025","passed","Wed Dec 24 20:55:33 UTC 2025","Login Tests","login.spec.ts","",""
"","1327","Handle broken locator scenario (self-healing demo)","chromium","Wed Dec 24 20:55:40 UTC 2025","passed","Wed Dec 24 20:55:42 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","4271","Multiple login/logout cycles","webkit","Wed Dec 24 20:55:58 UTC 2025","passed","Wed Dec 24 20:56:02 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","1551","Failed login recovery flow","chromium","Wed Dec 24 20:55:33 UTC 2025","passed","Wed Dec 24 20:55:35 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","1861","Handle broken locator scenario (self-healing demo)","firefox","Wed Dec 24 20:55:53 UTC 2025","passed","Wed Dec 24 20:55:55 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","1419","Invalid login with wrong username","firefox","Wed Dec 24 20:55:33 UTC 2025","passed","Wed Dec 24 20:55:34 UTC 2025","Login Tests","login.spec.ts","",""
"","876","Empty password shows error","chromium","Wed Dec 24 20:55:30 UTC 2025","passed","Wed Dec 24 20:55:31 UTC 2025","Login Tests","login.spec.ts","",""
"","2246","Valid login with correct credentials","webkit","Wed Dec 24 20:55:43 UTC 2025","passed","Wed Dec 24 20:55:45 UTC 2025","Login Tests","login.spec.ts","",""
"","1387","Empty username shows error","firefox","Wed Dec 24 20:55:37 UTC 2025","passed","Wed Dec 24 20:55:39 UTC 2025","Login Tests","login.spec.ts","",""
"","1371","Empty password shows error","firefox","Wed Dec 24 20:55:39 UTC 2025","passed","Wed Dec 24 20:55:40 UTC 2025","Login Tests","login.spec.ts","",""
"","4860","Multiple login/logout cycles","firefox","Wed Dec 24 20:55:45 UTC 2025","passed","Wed Dec 24 20:55:50 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","2694","Complete user journey: Login → Dashboard → Logout","firefox","Wed Dec 24 20:55:40 UTC 2025","passed","Wed Dec 24 20:55:43 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","7481","Checkbox toggle interactions","webkit","Wed Dec 24 20:55:24 UTC 2025","passed","Wed Dec 24 20:55:32 UTC 2025","Checkout Tests","checkout.spec.ts","",""
"","1976","Logout after successful login","webkit","Wed Dec 24 20:55:49 UTC 2025","passed","Wed Dec 24 20:55:50 UTC 2025","Login Tests","login.spec.ts","",""
"","1307","Empty password shows error","webkit","Wed Dec 24 20:55:52 UTC 2025","passed","Wed Dec 24 20:55:53 UTC 2025","Login Tests","login.spec.ts","",""
"","857","Empty username shows error","chromium","Wed Dec 24 20:55:30 UTC 2025","passed","Wed Dec 24 20:55:30 UTC 2025","Login Tests","login.spec.ts","",""
"","748","File upload functionality","chromium","Wed Dec 24 20:55:16 UTC 2025","passed","Wed Dec 24 20:55:17 UTC 2025","Checkout Tests","checkout.spec.ts","",""
"","1700","Handle broken locator scenario (self-healing demo)","webkit","Wed Dec 24 20:56:05 UTC 2025","passed","Wed Dec 24 20:56:06 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","1989","Complete user journey: Login → Dashboard → Logout","chromium","Wed Dec 24 20:55:31 UTC 2025","passed","Wed Dec 24 20:55:33 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","1351","Invalid login with wrong password","webkit","Wed Dec 24 20:55:45 UTC 2025","passed","Wed Dec 24 20:55:46 UTC 2025","Login Tests","login.spec.ts","",""
"","894","Invalid login with wrong password","chromium","Wed Dec 24 20:55:26 UTC 2025","passed","Wed Dec 24 20:55:26 UTC 2025","Login Tests","login.spec.ts","",""
"","1883","Checkbox toggle interactions","chromium","Wed Dec 24 20:55:14 UTC 2025","passed","Wed Dec 24 20:55:16 UTC 2025","Checkout Tests","checkout.spec.ts","",""
"","2458","Complete user journey: Login → Dashboard → Logout","webkit","Wed Dec 24 20:55:53 UTC 2025","passed","Wed Dec 24 20:55:56 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","7008","Dynamic loading and waiting","firefox","Wed Dec 24 20:55:20 UTC 2025","passed","Wed Dec 24 20:55:27 UTC 2025","Checkout Tests","checkout.spec.ts","",""
