"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4276","Multiple login/logout cycles","chromium","Mon Dec 22 18:33:04 UTC 2025","passed","Mon Dec 22 18:33:09 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","0","Complete checkout flow","firefox","Mon Dec 22 18:32:50 UTC 2025","skipped","Mon Dec 22 18:32:50 UTC 2025","Checkout Tests","checkout.spec.ts","",""
"","893","Interact with form elements","chromium","Mon Dec 22 18:32:50 UTC 2025","passed","Mon Dec 22 18:32:51 UTC 2025","Checkout Tests","checkout.spec.ts","",""
"","920","Login form is displayed on page load","chromium","Mon Dec 22 18:32:55 UTC 2025","passed","Mon Dec 22 18:32:56 UTC 2025","Login Tests","login.spec.ts","",""
"","938","Empty password shows error","webkit","Mon Dec 22 18:33:09 UTC 2025","passed","Mon Dec 22 18:33:10 UTC 2025","Login Tests","login.spec.ts","",""
"","950","Invalid login with wrong password","webkit","Mon Dec 22 18:33:04 UTC 2025","passed","Mon Dec 22 18:33:05 UTC 2025","Login Tests","login.spec.ts","",""
"","1220","Invalid login with wrong username","chromium","Mon Dec 22 18:32:54 UTC 2025","passed","Mon Dec 22 18:32:55 UTC 2025","Login Tests","login.spec.ts","",""
"","1","Add item to cart","firefox","Mon Dec 22 18:32:50 UTC 2025","skipped","Mon Dec 22 18:32:50 UTC 2025","Checkout Tests","checkout.spec.ts","",""
"","2405","Complete user journey: Login → Dashboard → Logout","chromium","Mon Dec 22 18:33:00 UTC 2025","passed","Mon Dec 22 18:33:03 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","1","Add item to cart","chromium","Mon Dec 22 18:32:48 UTC 2025","skipped","Mon Dec 22 18:32:48 UTC 2025","Checkout Tests","checkout.spec.ts","",""
"","1405","Handle broken locator scenario (self-healing demo)","webkit","Mon Dec 22 18:33:20 UTC 2025","passed","Mon Dec 22 18:33:21 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","1327","Invalid login with wrong password","firefox","Mon Dec 22 18:32:57 UTC 2025","passed","Mon Dec 22 18:32:58 UTC 2025","Login Tests","login.spec.ts","",""
"","1918","Failed login recovery flow","chromium","Mon Dec 22 18:33:03 UTC 2025","passed","Mon Dec 22 18:33:04 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","1662","Handle broken locator scenario (self-healing demo)","chromium","Mon Dec 22 18:33:11 UTC 2025","passed","Mon Dec 22 18:33:13 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","5824","Navigate through multiple pages","webkit","Mon Dec 22 18:32:55 UTC 2025","passed","Mon Dec 22 18:33:01 UTC 2025","Checkout Tests","checkout.spec.ts","",""
"","2091","Complete user journey: Login → Dashboard → Logout","webkit","Mon Dec 22 18:33:10 UTC 2025","passed","Mon Dec 22 18:33:12 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","2156","Logout after successful login","firefox","Mon Dec 22 18:33:00 UTC 2025","passed","Mon Dec 22 18:33:02 UTC 2025","Login Tests","login.spec.ts","",""
"","0","Payment validation","firefox","Mon Dec 22 18:32:50 UTC 2025","skipped","Mon Dec 22 18:32:50 UTC 2025","Checkout Tests","checkout.spec.ts","",""
"","1982","Valid login with correct credentials","webkit","Mon Dec 22 18:33:02 UTC 2025","passed","Mon Dec 22 18:33:04 UTC 2025","Login Tests","login.spec.ts","",""
"","1","Add item to cart","webkit","Mon Dec 22 18:32:54 UTC 2025","skipped","Mon Dec 22 18:32:54 UTC 2025","Checkout Tests","checkout.spec.ts","",""
"","1104","Login form is displayed on page load","firefox","Mon Dec 22 18:32:59 UTC 2025","passed","Mon Dec 22 18:33:00 UTC 2025","Login Tests","login.spec.ts","",""
"","2637","Complete user journey: Login → Dashboard → Logout","firefox","Mon Dec 22 18:33:05 UTC 2025","passed","Mon Dec 22 18:33:08 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","0","Payment validation","chromium","Mon Dec 22 18:32:48 UTC 2025","skipped","Mon Dec 22 18:32:48 UTC 2025","Checkout Tests","checkout.spec.ts","",""
"","1294","Invalid login with wrong username","firefox","Mon Dec 22 18:32:58 UTC 2025","passed","Mon Dec 22 18:32:59 UTC 2025","Login Tests","login.spec.ts","",""
"","2402","Session persistence check","chromium","Mon Dec 22 18:33:09 UTC 2025","passed","Mon Dec 22 18:33:11 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","1025","Interact with form elements","firefox","Mon Dec 22 18:32:54 UTC 2025","passed","Mon Dec 22 18:32:55 UTC 2025","Checkout Tests","checkout.spec.ts","",""
"","1622","Valid login with correct credentials","firefox","Mon Dec 22 18:32:55 UTC 2025","passed","Mon Dec 22 18:32:57 UTC 2025","Login Tests","login.spec.ts","",""
"","1324","Empty username shows error","firefox","Mon Dec 22 18:33:02 UTC 2025","passed","Mon Dec 22 18:33:04 UTC 2025","Login Tests","login.spec.ts","",""
"","3810","Multiple login/logout cycles","webkit","Mon Dec 22 18:33:14 UTC 2025","passed","Mon Dec 22 18:33:18 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","1804","Handle broken locator scenario (self-healing demo)","firefox","Mon Dec 22 18:33:17 UTC 2025","passed","Mon Dec 22 18:33:19 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","1142","Empty username shows error","chromium","Mon Dec 22 18:32:58 UTC 2025","passed","Mon Dec 22 18:32:59 UTC 2025","Login Tests","login.spec.ts","",""
"","0","Complete checkout flow","chromium","Mon Dec 22 18:32:48 UTC 2025","skipped","Mon Dec 22 18:32:48 UTC 2025","Checkout Tests","checkout.spec.ts","",""
"","653","Interact with form elements","webkit","Mon Dec 22 18:33:01 UTC 2025","passed","Mon Dec 22 18:33:01 UTC 2025","Checkout Tests","checkout.spec.ts","",""
"","1351","Empty password shows error","firefox","Mon Dec 22 18:33:04 UTC 2025","passed","Mon Dec 22 18:33:05 UTC 2025","Login Tests","login.spec.ts","",""
"","1193","Valid login with correct credentials","chromium","Mon Dec 22 18:32:51 UTC 2025","passed","Mon Dec 22 18:32:53 UTC 2025","Login Tests","login.spec.ts","",""
"","916","Invalid login with wrong username","webkit","Mon Dec 22 18:33:05 UTC 2025","passed","Mon Dec 22 18:33:05 UTC 2025","Login Tests","login.spec.ts","",""
"","2116","Failed login recovery flow","firefox","Mon Dec 22 18:33:08 UTC 2025","passed","Mon Dec 22 18:33:10 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","4719","Multiple login/logout cycles","firefox","Mon Dec 22 18:33:10 UTC 2025","passed","Mon Dec 22 18:33:15 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","2678","Session persistence check","firefox","Mon Dec 22 18:33:15 UTC 2025","passed","Mon Dec 22 18:33:17 UTC 2025","User Flow Tests","user-flow.spec.ts","",""
"","1639","Logout after successful login","webkit","Mon Dec 22 18:33:06 UTC 2025","passed","Mon Dec 22 18:33:08 UTC 2025","Login Tests","login.spec.ts","",""
